project_id,name,department,location,planned_duration_days,elapsed_duration_days,physical_progress,expected_progress,financial_progress,approved_budget,released_funds,expenditure,milestones_delayed,milestones_total,resource_availability,contractor_performance,material_availability,previous_delays,status,delay_occurred,delay_days
1221,Railways Project #1221,Railways,Arunachal Pradesh,900,175,0.0,13.2,19.5,446510000.0,131820000.0,25700000.0,1,10,44.6,43.6,61.0,0,AT_RISK,0,0
1222,Health & Family Welfare Project #1222,Health & Family Welfare,Bihar,540,120,14.8,17.3,9.9,381610000.0,62770000.0,6210000.0,0,4,69.9,72.8,73.1,0,ON_TRACK,0,0
1223,Railways Project #1223,Railways,Manipur,900,443,35.5,47.8,40.5,441210000.0,206090000.0,83470000.0,0,5,58.0,62.2,80.3,1,AT_RISK,0,0
1224,Health & Family Welfare Project #1224,Health & Family Welfare,Sikkim,730,646,73.8,88.9,76.5,195220000.0,178050000.0,136210000.0,1,8,71.5,69.5,80.8,0,AT_RISK,0,0
1225,Health & Family Welfare Project #1225,Health & Family Welfare,Manipur,365,335,63.0,89.6,67.2,53400000.0,39640000.0,26640000.0,2,6,61.8,43.5,52.4,2,CRITICAL,1,210
1226,Water Resources Project #1226,Water Resources,Mizoram,540,272,30.6,48.0,55.2,96550000.0,63600000.0,35110000.0,1,6,71.0,55.1,40.8,0,CRITICAL,1,117
1227,Education & Social Infrastructure Project #1227,Education & Social Infrastructure,Arunachal Pradesh,270,168,50.8,66.4,71.9,221350000.0,172060000.0,123710000.0,1,8,54.2,44.3,84.0,0,CRITICAL,1,123
1228,Water Resources Project #1228,Water Resources,Nagaland,365,100,23.9,22.7,30.2,333120000.0,129420000.0,39080000.0,0,8,89.1,87.6,66.3,1,ON_TRACK,0,0
1229,Education & Social Infrastructure Project #1229,Education & Social Infrastructure,Tamil Nadu,540,390,74.9,78.8,80.0,295270000.0,278520000.0,222820000.0,0,4,86.8,86.0,60.8,0,ON_TRACK,0,0
1230,Road Transport & Highways Project #1230,Road Transport & Highways,Rajasthan,900,771,80.8,88.4,76.1,362000000.0,297190000.0,226160000.0,1,4,60.7,70.6,67.8,0,DELAYED,1,83
1231,Urban Development Project #1231,Urban Development,Tripura,900,258,20.3,19.7,20.2,148280000.0,45400000.0,9170000.0,0,5,79.5,70.0,69.8,0,ON_TRACK,0,0
1232,Road Transport & Highways Project #1232,Road Transport & Highways,Assam,900,459,42.3,53.6,47.6,269160000.0,166210000.0,79120000.0,1,8,74.3,79.4,48.7,0,CRITICAL,1,117
1233,Water Resources Project #1233,Water Resources,Karnataka,270,188,54.0,75.4,56.5,479160000.0,296960000.0,167780000.0,3,10,63.1,51.6,61.3,0,CRITICAL,1,182
1234,Digital Governance Project #1234,Digital Governance,Meghalaya,270,175,62.4,68.8,69.3,16280000.0,13430000.0,9310000.0,1,8,89.6,65.5,78.3,1,AT_RISK,0,0
1235,Power & Renewable Energy Project #1235,Power & Renewable Energy,Arunachal Pradesh,365,62,7.2,15.2,31.7,421260000.0,173370000.0,54960000.0,0,8,44.3,48.6,51.8,0,ON_TRACK,0,0
1236,Railways Project #1236,Railways,Sikkim,730,586,69.8,86.1,87.5,476940000.0,476940000.0,417320000.0,1,8,40.1,65.9,35.9,0,CRITICAL,1,130
1237,Urban Development Project #1237,Urban Development,Karnataka,900,517,51.5,56.9,52.7,449150000.0,277610000.0,146300000.0,0,4,78.5,50.4,75.0,0,ON_TRACK,0,0
1238,Road Transport & Highways Project #1238,Road Transport & Highways,Karnataka,900,267,20.3,24.9,15.5,168500000.0,34710000.0,5380000.0,0,4,79.3,66.6,76.0,0,ON_TRACK,0,0
1239,Road Transport & Highways Project #1239,Road Transport & Highways,Tripura,365,380,84.6,97.6,97.9,99770000.0,99770000.0,97670000.0,1,8,82.7,73.4,39.3,1,CRITICAL,1,114
1240,Power & Renewable Energy Project #1240,Power & Renewable Energy,Maharashtra,540,74,10.5,13.0,11.9,239680000.0,61150000.0,7280000.0,1,5,75.1,88.2,51.4,2,AT_RISK,0,0
1241,Urban Development Project #1241,Urban Development,Meghalaya,365,143,30.4,32.5,38.1,296690000.0,128060000.0,48790000.0,0,4,71.9,55.8,84.0,0,ON_TRACK,0,0
1242,Road Transport & Highways Project #1242,Road Transport & Highways,Tamil Nadu,270,122,31.7,42.6,41.2,255510000.0,131540000.0,54190000.0,2,6,80.3,61.8,50.4,3,AT_RISK,0,0
1243,Road Transport & Highways Project #1243,Road Transport & Highways,Meghalaya,270,220,76.7,85.9,77.4,196410000.0,178470000.0,138140000.0,0,5,85.8,80.1,91.9,0,ON_TRACK,0,0
1244,Urban Development Project #1244,Urban Development,West Bengal,365,360,88.2,96.4,93.7,17090000.0,17090000.0,16010000.0,2,5,67.5,74.5,86.1,3,CRITICAL,1,101
1245,Education & Social Infrastructure Project #1245,Education & Social Infrastructure,West Bengal,540,184,27.8,26.9,27.6,241770000.0,86010000.0,23740000.0,0,6,70.8,77.6,72.4,0,ON_TRACK,0,0
1246,Health & Family Welfare Project #1246,Health & Family Welfare,Karnataka,730,81,0.0,11.1,14.2,304870000.0,88040000.0,12500000.0,1,10,67.1,58.3,40.1,1,AT_RISK,0,0
1247,Health & Family Welfare Project #1247,Health & Family Welfare,Tamil Nadu,365,69,9.4,18.3,15.7,354390000.0,105270000.0,16530000.0,1,10,89.3,87.4,62.7,1,AT_RISK,0,0
1248,Health & Family Welfare Project #1248,Health & Family Welfare,Sikkim,365,144,25.4,34.2,33.2,97050000.0,40640000.0,13490000.0,1,8,67.5,68.5,67.4,0,AT_RISK,0,0
1249,Health & Family Welfare Project #1249,Health & Family Welfare,Gujarat,540,547,64.9,97.5,77.6,385640000.0,347510000.0,269670000.0,1,4,58.9,45.8,50.7,0,CRITICAL,1,214
1250,Railways Project #1250,Railways,Sikkim,365,309,49.2,91.2,60.6,313850000.0,225190000.0,136470000.0,3,8,37.4,55.6,92.0,0,CRITICAL,1,298
1251,Water Resources Project #1251,Water Resources,Assam,540,608,95.4,98.8,98.8,393350000.0,393350000.0,388630000.0,0,10,79.5,87.4,67.9,0,ON_TRACK,0,0
1252,Health & Family Welfare Project #1252,Health & Family Welfare,Uttar Pradesh,1095,258,17.8,18.7,32.6,314990000.0,123750000.0,40340000.0,1,6,77.7,72.8,43.0,2,AT_RISK,0,0
1253,Water Resources Project #1253,Water Resources,Sikkim,1460,1608,85.2,94.6,91.7,46460000.0,46460000.0,42600000.0,1,5,80.7,60.1,76.3,0,AT_RISK,0,0
1254,Water Resources Project #1254,Water Resources,Gujarat,540,516,71.7,94.7,94.8,42340000.0,42340000.0,40140000.0,1,5,56.7,51.9,76.7,1,CRITICAL,1,162
1255,Road Transport & Highways Project #1255,Road Transport & Highways,Bihar,1095,406,31.5,31.5,33.9,314780000.0,129120000.0,43770000.0,0,8,56.8,54.4,62.4,0,ON_TRACK,0,0
1256,Urban Development Project #1256,Urban Development,West Bengal,365,44,2.7,6.9,14.7,18570000.0,4370000.0,640000.0,0,6,39.5,64.3,72.3,0,ON_TRACK,0,0
1257,Urban Development Project #1257,Urban Development,West Bengal,180,75,37.2,39.9,33.7,479990000.0,232200000.0,78250000.0,0,8,72.2,69.6,61.9,0,ON_TRACK,0,0
1258,Road Transport & Highways Project #1258,Road Transport & Highways,Gujarat,365,415,80.2,98.3,87.2,173020000.0,164490000.0,143440000.0,2,6,76.4,87.2,45.2,2,CRITICAL,1,142
1259,Water Resources Project #1259,Water Resources,Madhya Pradesh,270,78,22.3,21.2,19.0,339740000.0,86030000.0,16350000.0,0,4,80.8,82.6,93.2,0,ON_TRACK,0,0
1260,Digital Governance Project #1260,Digital Governance,Karnataka,730,720,83.2,94.6,80.8,20950000.0,19170000.0,15490000.0,1,5,56.0,56.4,83.8,1,AT_RISK,0,0
1261,Digital Governance Project #1261,Digital Governance,Tamil Nadu,900,524,38.6,58.5,43.4,49290000.0,27170000.0,11790000.0,3,8,48.3,47.0,85.1,4,CRITICAL,1,185
1262,Water Resources Project #1262,Water Resources,Assam,540,419,77.1,87.3,75.2,116930000.0,102650000.0,77190000.0,1,10,62.5,63.1,72.3,0,CRITICAL,1,102
1263,Water Resources Project #1263,Water Resources,Sikkim,540,598,87.0,98.5,86.4,47660000.0,46510000.0,40180000.0,2,5,57.7,62.3,82.8,2,CRITICAL,1,132
1264,Water Resources Project #1264,Water Resources,Odisha,365,164,42.8,46.4,63.2,499590000.0,354380000.0,223970000.0,0,6,56.0,70.6,62.8,0,ON_TRACK,0,0
1265,Power & Renewable Energy Project #1265,Power & Renewable Energy,Madhya Pradesh,365,213,48.9,60.3,53.9,308680000.0,184620000.0,99510000.0,0,4,65.5,68.6,61.2,1,AT_RISK,0,0
1266,Education & Social Infrastructure Project #1266,Education & Social Infrastructure,Assam,1460,1527,90.3,97.9,94.7,262140000.0,262140000.0,248250000.0,1,8,70.5,74.4,66.4,0,AT_RISK,0,0
1267,Water Resources Project #1267,Water Resources,Meghalaya,270,288,83.4,98.5,83.6,41810000.0,39370000.0,32910000.0,1,8,73.6,82.0,58.8,0,AT_RISK,0,0
1268,Health & Family Welfare Project #1268,Health & Family Welfare,Arunachal Pradesh,365,88,20.9,18.5,18.1,277160000.0,73680000.0,13340000.0,0,4,68.4,55.1,82.3,0,ON_TRACK,0,0
1269,Water Resources Project #1269,Water Resources,Karnataka,180,154,72.8,89.4,94.8,238210000.0,238210000.0,225820000.0,2,6,74.9,79.7,41.9,3,CRITICAL,1,148
1270,Power & Renewable Energy Project #1270,Power & Renewable Energy,Uttar Pradesh,900,146,10.9,8.7,15.7,68490000.0,18110000.0,2840000.0,0,10,64.0,68.6,73.0,0,ON_TRACK,0,0
1271,Education & Social Infrastructure Project #1271,Education & Social Infrastructure,Uttar Pradesh,900,791,81.5,91.5,87.1,235870000.0,219980000.0,191600000.0,0,6,85.8,39.1,94.1,1,DELAYED,1,80
1272,Urban Development Project #1272,Urban Development,Tamil Nadu,365,43,3.5,13.3,23.3,426610000.0,140330000.0,32700000.0,2,8,62.6,67.3,34.1,2,AT_RISK,0,0
1273,Digital Governance Project #1273,Digital Governance,Madhya Pradesh,730,703,89.0,96.4,94.8,385250000.0,385250000.0,365220000.0,1,6,65.4,75.6,82.6,0,AT_RISK,0,0
1274,Road Transport & Highways Project #1274,Road Transport & Highways,Tripura,730,505,61.4,77.5,76.0,267600000.0,221610000.0,168420000.0,1,5,43.7,30.0,45.4,0,CRITICAL,1,141
1275,Digital Governance Project #1275,Digital Governance,Assam,270,241,79.6,94.6,78.3,393950000.0,345590000.0,270600000.0,1,4,59.4,56.5,90.1,0,AT_RISK,0,0
1276,Railways Project #1276,Railways,Gujarat,540,201,30.0,32.8,47.3,468360000.0,279060000.0,132000000.0,0,4,91.8,46.7,47.7,0,ON_TRACK,0,0
1277,Health & Family Welfare Project #1277,Health & Family Welfare,Mizoram,365,51,7.3,12.6,9.8,234130000.0,56090000.0,5500000.0,1,4,94.3,62.6,53.3,0,AT_RISK,0,0
1278,Digital Governance Project #1278,Digital Governance,Odisha,540,400,78.5,81.8,79.6,400970000.0,366760000.0,291940000.0,0,4,88.4,62.3,48.2,1,ON_TRACK,0,0
1279,Power & Renewable Energy Project #1279,Power & Renewable Energy,Odisha,1460,157,3.1,9.9,11.9,70370000.0,14340000.0,1710000.0,1,6,84.3,71.7,74.4,0,AT_RISK,0,0
1280,Urban Development Project #1280,Urban Development,Madhya Pradesh,270,185,71.6,74.0,74.8,302710000.0,241590000.0,180710000.0,0,8,84.5,90.4,68.4,1,ON_TRACK,0,0
1281,Health & Family Welfare Project #1281,Health & Family Welfare,Rajasthan,730,245,20.0,24.9,15.5,494780000.0,118650000.0,18390000.0,1,10,59.5,78.1,77.7,2,AT_RISK,0,0
1282,Power & Renewable Energy Project #1282,Power & Renewable Energy,Bihar,730,224,20.7,23.0,17.0,274840000.0,85460000.0,14530000.0,0,5,78.4,78.5,60.2,0,ON_TRACK,0,0
1283,Railways Project #1283,Railways,West Bengal,365,376,78.4,96.9,84.2,338830000.0,329320000.0,277290000.0,1,5,56.3,90.6,75.5,0,AT_RISK,0,0
1284,Health & Family Welfare Project #1284,Health & Family Welfare,Madhya Pradesh,365,229,59.6,71.1,60.6,174590000.0,128350000.0,77780000.0,0,6,44.5,82.2,85.9,0,CRITICAL,1,92
1285,Road Transport & Highways Project #1285,Road Transport & Highways,Mizoram,365,306,68.6,87.1,91.5,376670000.0,376670000.0,344650000.0,2,8,52.7,76.5,43.2,1,AT_RISK,0,0
1286,Railways Project #1286,Railways,Nagaland,540,594,87.8,98.6,89.1,250200000.0,245590000.0,218820000.0,2,5,60.2,88.3,57.1,2,AT_RISK,0,0
1287,Power & Renewable Energy Project #1287,Power & Renewable Energy,Karnataka,540,245,39.3,43.6,40.0,117710000.0,54690000.0,21880000.0,0,5,76.8,71.3,62.0,0,ON_TRACK,0,0
1288,Health & Family Welfare Project #1288,Health & Family Welfare,Gujarat,365,154,33.4,38.1,32.3,479880000.0,189090000.0,61080000.0,0,8,54.2,71.9,85.9,0,DELAYED,1,43
1289,Urban Development Project #1289,Urban Development,Madhya Pradesh,540,583,84.8,96.6,83.7,425840000.0,411900000.0,344760000.0,2,10,78.9,56.6,74.5,0,AT_RISK,0,0
1290,Health & Family Welfare Project #1290,Health & Family Welfare,Meghalaya,730,278,30.0,35.1,39.8,18560000.0,10050000.0,4000000.0,0,4,96.0,53.4,87.8,0,DELAYED,1,44
1291,Water Resources Project #1291,Water Resources,Bihar,540,133,19.7,17.2,25.0,484600000.0,149880000.0,37470000.0,0,5,81.3,60.9,62.8,0,ON_TRACK,1,27
1292,Water Resources Project #1292,Water Resources,Maharashtra,540,437,71.3,85.5,76.8,394180000.0,359450000.0,276060000.0,1,6,68.1,52.7,85.7,0,AT_RISK,0,0
1293,Railways Project #1293,Railways,Uttar Pradesh,180,181,90.1,99.8,99.3,48260000.0,48260000.0,47920000.0,0,5,76.7,97.7,75.8,0,ON_TRACK,0,0
1294,Road Transport & Highways Project #1294,Road Transport & Highways,Maharashtra,365,86,11.2,14.9,12.7,308600000.0,58280000.0,7400000.0,0,10,78.2,96.7,69.5,0,ON_TRACK,0,0
1295,Road Transport & Highways Project #1295,Road Transport & Highways,Uttar Pradesh,365,378,80.6,95.6,89.6,22710000.0,21980000.0,19690000.0,2,4,61.5,88.2,70.9,2,AT_RISK,0,0
1296,Health & Family Welfare Project #1296,Health & Family Welfare,Rajasthan,900,784,69.2,88.3,77.2,286670000.0,260140000.0,200830000.0,1,4,48.3,69.0,85.4,0,CRITICAL,1,140
1297,Water Resources Project #1297,Water Resources,Nagaland,270,214,67.6,82.7,73.5,64640000.0,51520000.0,37870000.0,1,10,49.1,85.6,61.2,1,CRITICAL,1,116
1298,Water Resources Project #1298,Water Resources,West Bengal,180,125,40.8,72.7,46.4,493460000.0,277090000.0,128570000.0,1,4,57.3,73.5,55.8,1,CRITICAL,1,196
1299,Urban Development Project #1299,Urban Development,Arunachal Pradesh,540,594,86.2,93.1,84.9,391820000.0,378750000.0,321560000.0,1,4,76.8,75.0,80.3,0,DELAYED,1,80
1300,Urban Development Project #1300,Urban Development,Manipur,730,592,80.3,86.8,80.5,305480000.0,284100000.0,228700000.0,1,8,79.6,64.8,87.4,1,AT_RISK,0,0
1301,Water Resources Project #1301,Water Resources,Mizoram,365,160,37.1,40.5,42.9,404920000.0,234030000.0,100400000.0,1,4,74.2,56.0,79.2,1,DELAYED,1,52
1302,Education & Social Infrastructure Project #1302,Education & Social Infrastructure,Odisha,900,818,68.3,91.2,69.3,107150000.0,86500000.0,59940000.0,1,6,41.0,56.0,74.0,1,CRITICAL,1,157
1303,Road Transport & Highways Project #1303,Road Transport & Highways,Tamil Nadu,365,312,74.5,92.3,76.4,343380000.0,312590000.0,238820000.0,2,10,70.5,69.6,57.5,0,AT_RISK,0,0
1304,Power & Renewable Energy Project #1304,Power & Renewable Energy,Uttar Pradesh,365,317,83.3,92.3,88.8,31190000.0,30420000.0,27010000.0,1,4,75.6,76.4,57.2,0,CRITICAL,1,98
1305,Digital Governance Project #1305,Digital Governance,Sikkim,180,19,14.6,13.2,13.0,397000000.0,75720000.0,9840000.0,0,4,79.4,62.0,86.6,0,ON_TRACK,0,0
1306,Power & Renewable Energy Project #1306,Power & Renewable Energy,Mizoram,540,610,69.8,97.7,80.9,438440000.0,400960000.0,324380000.0,2,8,66.3,34.5,41.9,0,CRITICAL,1,187
1307,Road Transport & Highways Project #1307,Road Transport & Highways,Rajasthan,540,94,14.8,12.2,14.8,56020000.0,14970000.0,2220000.0,0,5,69.5,77.1,67.8,0,ON_TRACK,0,0
1308,Urban Development Project #1308,Urban Development,Tamil Nadu,540,58,0.6,9.2,6.5,190890000.0,25970000.0,1690000.0,2,8,71.2,60.0,69.1,3,AT_RISK,0,0
1309,Health & Family Welfare Project #1309,Health & Family Welfare,Arunachal Pradesh,365,302,71.2,91.2,78.7,413290000.0,376600000.0,296380000.0,1,6,53.7,36.9,82.2,1,CRITICAL,1,127
1310,Water Resources Project #1310,Water Resources,Manipur,1095,999,81.7,92.6,81.7,399190000.0,348890000.0,285040000.0,2,5,67.6,58.7,82.6,2,AT_RISK,0,0
1311,Power & Renewable Energy Project #1311,Power & Renewable Energy,Sikkim,365,296,58.1,85.2,62.4,404220000.0,282600000.0,176340000.0,3,10,58.3,65.9,55.6,0,CRITICAL,1,216
1312,Digital Governance Project #1312,Digital Governance,Odisha,540,278,44.0,50.9,49.9,245390000.0,146560000.0,73130000.0,1,10,82.6,72.4,87.6,0,DELAYED,1,70
1313,Water Resources Project #1313,Water Resources,Assam,270,292,87.2,95.3,92.3,64940000.0,64690000.0,59710000.0,1,5,67.8,71.5,78.9,0,CRITICAL,1,101
1314,Water Resources Project #1314,Water Resources,Gujarat,180,40,15.6,13.9,12.5,208100000.0,36480000.0,4560000.0,0,10,51.0,92.9,69.8,3,ON_TRACK,0,0
1315,Water Resources Project #1315,Water Resources,Maharashtra,365,315,74.0,88.0,83.4,62350000.0,59820000.0,49890000.0,1,8,51.7,88.0,67.4,1,AT_RISK,0,0
1316,Railways Project #1316,Railways,Manipur,365,93,18.3,19.9,16.0,207810000.0,46890000.0,7500000.0,1,6,71.5,94.9,80.9,3,AT_RISK,0,0
1317,Health & Family Welfare Project #1317,Health & Family Welfare,Odisha,730,489,68.1,75.2,75.8,265340000.0,238860000.0,181060000.0,1,6,66.8,88.4,85.0,0,CRITICAL,1,99
1318,Power & Renewable Energy Project #1318,Power & Renewable Energy,Rajasthan,540,159,13.6,23.0,23.2,74600000.0,23960000.0,5560000.0,0,4,85.1,60.3,84.2,0,ON_TRACK,0,0
1319,Railways Project #1319,Railways,Bihar,540,609,85.9,98.0,90.1,82260000.0,79240000.0,71400000.0,1,8,50.7,93.7,57.4,0,AT_RISK,0,0
1320,Urban Development Project #1320,Urban Development,Assam,730,116,17.4,14.3,25.3,180080000.0,69850000.0,17670000.0,0,4,83.4,79.9,78.9,0,ON_TRACK,0,0
1321,Water Resources Project #1321,Water Resources,Madhya Pradesh,365,400,84.7,97.6,83.3,401870000.0,361070000.0,300770000.0,2,10,72.0,77.1,65.4,0,AT_RISK,0,0
1322,Power & Renewable Energy Project #1322,Power & Renewable Energy,Rajasthan,365,53,9.5,12.4,13.1,208260000.0,47940000.0,6280000.0,0,8,56.8,85.1,70.9,1,ON_TRACK,0,0
1323,Road Transport & Highways Project #1323,Road Transport & Highways,Tripura,365,185,37.9,48.4,38.5,211460000.0,107000000.0,41200000.0,0,4,82.7,82.3,51.4,0,AT_RISK,0,0
1324,Road Transport & Highways Project #1324,Road Transport & Highways,West Bengal,180,70,30.5,30.6,32.0,189720000.0,71810000.0,22980000.0,1,4,63.7,77.7,76.9,2,AT_RISK,0,0
1325,Railways Project #1325,Railways,Odisha,365,286,75.1,87.2,70.6,441090000.0,369860000.0,261120000.0,0,5,78.4,55.8,85.1,0,DELAYED,1,88
1326,Water Resources Project #1326,Water Resources,Arunachal Pradesh,365,69,5.1,15.0,12.7,394450000.0,108600000.0,13790000.0,1,8,68.0,87.8,56.6,1,AT_RISK,0,0
1327,Digital Governance Project #1327,Digital Governance,Tripura,900,141,0.0,9.9,2.7,52110000.0,5480000.0,150000.0,1,6,34.9,82.0,77.4,0,AT_RISK,0,0
1328,Health & Family Welfare Project #1328,Health & Family Welfare,Tamil Nadu,540,224,32.9,40.0,38.7,137000000.0,60650000.0,23470000.0,1,4,73.7,58.1,89.5,0,DELAYED,1,90
1329,Road Transport & Highways Project #1329,Road Transport & Highways,Uttar Pradesh,900,362,26.0,33.5,32.6,79290000.0,31060000.0,10130000.0,0,6,69.2,80.2,87.5,0,ON_TRACK,0,0
1330,Railways Project #1330,Railways,Tamil Nadu,1095,996,75.3,92.6,72.0,20620000.0,16260000.0,11710000.0,1,5,79.4,75.2,64.7,0,AT_RISK,0,0
1331,Digital Governance Project #1331,Digital Governance,Gujarat,540,323,59.6,66.9,64.8,304320000.0,238560000.0,154590000.0,0,5,77.9,75.1,68.9,1,DELAYED,1,52
1332,Railways Project #1332,Railways,Nagaland,540,333,60.5,63.3,57.5,455000000.0,318380000.0,183070000.0,0,5,66.9,86.1,75.1,0,ON_TRACK,0,0
1333,Education & Social Infrastructure Project #1333,Education & Social Infrastructure,Bihar,540,553,81.8,94.6,85.1,256490000.0,232480000.0,197840000.0,1,5,80.0,67.1,68.2,0,AT_RISK,0,0
1334,Power & Renewable Energy Project #1334,Power & Renewable Energy,Odisha,540,448,75.3,89.1,82.4,364260000.0,347060000.0,285980000.0,1,4,59.0,89.9,64.8,0,CRITICAL,1,98
1335,Road Transport & Highways Project #1335,Road Transport & Highways,Odisha,540,615,82.2,100.0,90.6,148560000.0,148560000.0,134600000.0,1,6,90.9,45.5,40.2,0,CRITICAL,1,123
1336,Education & Social Infrastructure Project #1336,Education & Social Infrastructure,Karnataka,365,155,38.0,39.6,40.3,157290000.0,73910000.0,29790000.0,1,5,45.6,63.7,82.6,2,AT_RISK,0,0
1337,Digital Governance Project #1337,Digital Governance,Meghalaya,365,372,77.7,94.3,78.6,239450000.0,210540000.0,165480000.0,3,8,88.4,57.1,67.1,2,AT_RISK,0,0
1338,Power & Renewable Energy Project #1338,Power & Renewable Energy,Manipur,540,381,76.8,76.5,89.0,242280000.0,235060000.0,209200000.0,0,10,91.1,46.8,52.5,0,ON_TRACK,0,0
1339,Health & Family Welfare Project #1339,Health & Family Welfare,Manipur,730,237,26.6,26.9,32.6,340010000.0,139650000.0,45530000.0,0,4,88.2,87.8,68.4,0,ON_TRACK,1,15
1340,Health & Family Welfare Project #1340,Health & Family Welfare,Nagaland,270,247,64.0,91.3,64.2,212700000.0,162800000.0,104520000.0,3,8,74.4,58.9,55.5,4,CRITICAL,1,226
1341,Water Resources Project #1341,Water Resources,Arunachal Pradesh,270,235,81.7,91.6,87.2,52640000.0,52640000.0,45900000.0,1,5,52.1,62.5,85.0,0,AT_RISK,0,0
1342,Urban Development Project #1342,Urban Development,Nagaland,365,39,9.6,9.1,11.3,392830000.0,84160000.0,9510000.0,0,8,51.8,86.1,53.7,1,ON_TRACK,0,0
1343,Digital Governance Project #1343,Digital Governance,Maharashtra,730,271,20.6,30.1,19.9,363310000.0,98460000.0,19590000.0,1,4,78.3,86.0,47.3,4,CRITICAL,1,92
1344,Power & Renewable Energy Project #1344,Power & Renewable Energy,Madhya Pradesh,540,121,0.3,17.5,25.2,493570000.0,166520000.0,41960000.0,1,6,27.9,42.4,58.8,1,AT_RISK,0,0
1345,Digital Governance Project #1345,Digital Governance,Maharashtra,540,268,36.6,48.0,49.6,442180000.0,266540000.0,132200000.0,1,8,70.3,39.6,66.7,1,AT_RISK,0,0
1346,Health & Family Welfare Project #1346,Health & Family Welfare,West Bengal,180,53,19.3,24.8,25.4,486940000.0,157750000.0,40070000.0,0,10,74.8,76.6,50.8,0,ON_TRACK,0,0
1347,Urban Development Project #1347,Urban Development,Tamil Nadu,1095,523,46.3,48.1,45.4,117790000.0,69660000.0,31630000.0,0,10,68.2,70.3,80.3,0,ON_TRACK,0,0
1348,Road Transport & Highways Project #1348,Road Transport & Highways,Nagaland,540,490,64.0,92.3,80.8,333360000.0,316670000.0,255870000.0,4,10,73.1,57.1,35.1,4,CRITICAL,1,254
1349,Digital Governance Project #1349,Digital Governance,Mizoram,900,908,83.3,93.8,83.3,20610000.0,18490000.0,15400000.0,1,8,36.2,82.6,90.1,0,AT_RISK,0,0
1350,Education & Social Infrastructure Project #1350,Education & Social Infrastructure,Tamil Nadu,365,307,70.9,86.7,75.2,52070000.0,43360000.0,32610000.0,1,6,84.2,74.1,62.6,1,AT_RISK,0,0
1351,Health & Family Welfare Project #1351,Health & Family Welfare,Gujarat,540,120,11.3,13.9,27.8,389970000.0,161860000.0,45000000.0,0,6,66.3,77.2,40.8,0,ON_TRACK,0,0
1352,Water Resources Project #1352,Water Resources,Tamil Nadu,730,565,76.9,81.3,81.8,62190000.0,57040000.0,46660000.0,0,4,71.2,87.7,73.2,0,ON_TRACK,0,0
1353,Digital Governance Project #1353,Digital Governance,Manipur,900,725,74.6,85.9,80.2,236080000.0,213700000.0,171390000.0,1,8,85.3,48.9,82.6,0,CRITICAL,1,110
1354,Water Resources Project #1354,Water Resources,Tamil Nadu,730,229,19.5,27.8,19.9,126640000.0,44140000.0,8780000.0,0,8,89.4,77.1,42.1,0,DELAYED,1,54
1355,Education & Social Infrastructure Project #1355,Education & Social Infrastructure,Bihar,365,68,8.0,14.9,14.0,310730000.0,61520000.0,8610000.0,1,5,76.7,53.4,73.2,0,CRITICAL,1,97
1356,Urban Development Project #1356,Urban Development,Madhya Pradesh,540,72,4.5,8.3,1.6,92310000.0,11420000.0,180000.0,0,6,53.4,72.9,93.0,1,ON_TRACK,0,0
1357,Urban Development Project #1357,Urban Development,Gujarat,540,618,88.5,99.3,93.2,144950000.0,144950000.0,135090000.0,1,8,82.9,77.4,68.5,0,CRITICAL,1,98
1358,Water Resources Project #1358,Water Resources,Uttar Pradesh,270,101,31.1,31.5,30.7,268460000.0,120070000.0,36860000.0,1,5,80.4,72.9,62.3,2,AT_RISK,0,0
1359,Power & Renewable Energy Project #1359,Power & Renewable Energy,West Bengal,730,122,0.0,12.6,22.0,487090000.0,131650000.0,28960000.0,1,8,52.1,88.8,41.7,0,CRITICAL,1,122
1360,Education & Social Infrastructure Project #1360,Education & Social Infrastructure,Assam,365,175,42.2,48.3,46.0,324530000.0,191950000.0,88300000.0,0,4,74.4,83.0,85.0,1,DELAYED,1,58
1361,Road Transport & Highways Project #1361,Road Transport & Highways,Arunachal Pradesh,270,212,68.6,87.9,72.9,381340000.0,318450000.0,232150000.0,1,6,70.9,93.2,35.6,1,AT_RISK,0,0
1362,Digital Governance Project #1362,Digital Governance,Maharashtra,1095,854,63.2,84.6,73.3,420510000.0,330390000.0,242180000.0,0,4,76.6,59.8,49.0,0,CRITICAL,1,123
1363,Power & Renewable Energy Project #1363,Power & Renewable Energy,Mizoram,1095,906,71.3,84.2,66.5,62620000.0,48420000.0,32200000.0,2,8,70.7,60.7,88.6,3,AT_RISK,0,0
1364,Health & Family Welfare Project #1364,Health & Family Welfare,Assam,270,163,53.2,62.8,66.2,47110000.0,36170000.0,23940000.0,2,6,84.1,30.0,52.5,2,CRITICAL,1,104
1365,Road Transport & Highways Project #1365,Road Transport & Highways,Manipur,540,485,73.6,92.8,85.0,467600000.0,425970000.0,362070000.0,1,4,64.6,77.3,39.6,0,CRITICAL,1,140
1366,Digital Governance Project #1366,Digital Governance,Tamil Nadu,540,78,8.7,10.3,11.2,461970000.0,95170000.0,10660000.0,0,8,72.0,65.1,73.3,0,ON_TRACK,0,0
